Railroad_ID,Company_Name,Track_Length_km,Number_of_Trains,Daily_Passengers,Cargo_Tonnage_Tons,Accidents_2023,Maintenance_Expenses_USD,Revenue_USD,Region,On_Time_Performance_Percent,Year_Founded,Number_of_Employees,Fleet_Size,Headquarters,Electric_Locomotives,Diesel_Locomotives,High_Speed_Trains,Safety_Compliance_Score,Route_Count
8024.0,,400.0,306.0,2000,27221.0,6.0,94978.13,406122.59,Canada,92.33,1850,1987.0,79.0,Atlanta,0.0,91.0,0.0,0.2,31.0
7972.0,Norfolk Southern,300.0,112.0,,16805.0,19.0,339472.78,195334.29,West,98.93,,919.0,426.0,Chicago,0.0,39.0,0.0,2.0,13.0
1136.0,Amtrak,300.0,320.0,5000,10724.0,5.0,96460.16,405564.58,West,90.53,1950,,365.0,Los Angeles,0.0,95.0,0.0,0.7,22.0
2029.0,,400.0,496.0,,19056.0,8.0,184813.24,,Midwest,,1950,691.0,152.0,Atlanta,0.0,42.0,0.0,5.6,41.0
3594.0,Canadian National,,360.0,5000,32513.0,0.0,430476.97,277738.49,Midwest,97.47,2000,6643.0,156.0,Atlanta,1.0,26.0,0.0,3.4,
8206.0,BNSF,,362.0,2000,38678.0,3.0,461460.79,354404.38,Southeast,70.31,1850,6922.0,465.0,New York,0.0,13.0,0.0,6.2,28.0
1661.0,BNSF,100.0,166.0,8000,23415.0,0.0,437008.28,393390.35,Canada,67.44,2000,3156.0,91.0,,0.0,70.0,0.0,6.7,14.0
3472.0,Union Pacific,200.0,325.0,5000,43217.0,7.0,299467.49,949039.9,Northeast,81.99,1850,3522.0,184.0,,0.0,14.0,0.0,7.6,6.0
1086.0,,300.0,455.0,2000,46509.0,7.0,253901.19,804159.24,Northeast,74.5,1900,4806.0,145.0,,0.0,31.0,0.0,6.7,12.0
7219.0,,300.0,394.0,5000,47346.0,8.0,160566.18,218762.13,Southeast,61.63,,2578.0,399.0,Atlanta,0.0,54.0,0.0,7.0,33.0
9143.0,Union Pacific,400.0,227.0,2000,7017.0,11.0,409161.21,921923.84,,,1850,2763.0,112.0,Chicago,0.0,70.0,0.0,3.2,3.0
7968.0,BNSF,,166.0,5000,47870.0,16.0,330260.48,807628.09,Northeast,,1850,4654.0,200.0,Chicago,0.0,74.0,0.0,2.4,10.0
3773.0,Canadian National,200.0,213.0,2000,28822.0,11.0,288277.65,474594.85,Southeast,78.03,1900,7436.0,377.0,,0.0,43.0,0.0,7.1,17.0
2700.0,,300.0,292.0,,16165.0,10.0,166544.76,323738.16,Midwest,90.91,2000,5164.0,216.0,New York,0.0,78.0,0.0,8.8,13.0
3700.0,Union Pacific,,214.0,10000,38195.0,15.0,189636.07,397349.72,West,83.27,1900,3528.0,56.0,New York,0.0,46.0,0.0,6.1,31.0
7815.0,BNSF,200.0,223.0,10000,30674.0,1.0,160334.41,541117.95,Midwest,99.18,2000,1873.0,426.0,Chicago,1.0,66.0,0.0,,16.0
2647.0,Canadian National,400.0,168.0,5000,10635.0,14.0,337024.88,702906.34,Northeast,93.49,,4492.0,53.0,,0.0,25.0,0.0,,23.0
7038.0,CSX,300.0,286.0,2000,47701.0,5.0,325151.77,891049.02,Canada,93.44,1850,3421.0,199.0,New York,0.0,77.0,0.0,,31.0
6164.0,Norfolk Southern,400.0,204.0,10000,24529.0,10.0,,,,91.88,,,15.0,Atlanta,0.0,41.0,0.0,0.3,20.0
,,400.0,196.0,10000,3851.0,4.0,199374.42,441350.9,Northeast,,1950,2000.0,474.0,Atlanta,0.0,,0.0,3.5,2.0
4687.0,CSX,300.0,132.0,5000,23092.0,13.0,57657.98,,Canada,83.3,2000,2099.0,388.0,,0.0,26.0,0.0,1.1,18.0
1596.0,CSX,,321.0,,22831.0,15.0,129973.68,689411.81,,90.96,1950,4396.0,176.0,Chicago,1.0,10.0,0.0,6.4,46.0
5545.0,Norfolk Southern,,359.0,5000,39872.0,2.0,287883.13,429549.48,Northeast,84.25,,8172.0,275.0,New York,0.0,32.0,0.0,1.8,5.0
9676.0,BNSF,400.0,262.0,8000,31039.0,2.0,219885.79,383558.89,Southeast,77.23,1900,4150.0,466.0,,1.0,50.0,0.0,6.6,16.0
9837.0,BNSF,400.0,274.0,,5775.0,14.0,314260.54,519267.95,,81.08,1900,8746.0,363.0,Los Angeles,0.0,27.0,0.0,6.9,44.0
5757.0,Union Pacific,100.0,283.0,,23924.0,8.0,239529.14,418244.96,Northeast,81.75,2000,7123.0,76.0,Los Angeles,0.0,84.0,0.0,0.3,32.0
5384.0,Amtrak,200.0,,,37700.0,16.0,,675160.83,,99.4,1900,9509.0,288.0,Atlanta,0.0,44.0,0.0,3.5,29.0
9912.0,BNSF,400.0,211.0,2000,3794.0,3.0,349971.01,230163.94,Northeast,79.43,,4047.0,229.0,Los Angeles,0.0,71.0,1.0,9.6,37.0
5733.0,Norfolk Southern,400.0,128.0,2000,19980.0,6.0,475164.81,298865.6,Canada,90.74,1900,334.0,158.0,Los Angeles,0.0,,1.0,5.7,47.0
8081.0,Amtrak,200.0,228.0,,,11.0,173042.82,161899.7,Midwest,83.79,1850,855.0,458.0,New York,0.0,40.0,0.0,4.3,14.0
9690.0,Norfolk Southern,300.0,341.0,5000,22137.0,15.0,143414.98,319604.18,Southeast,,,3132.0,14.0,,0.0,60.0,0.0,3.1,15.0
8117.0,Norfolk Southern,,176.0,8000,,0.0,427127.35,738521.09,Midwest,95.36,2000,4147.0,104.0,,0.0,41.0,0.0,6.8,48.0
5729.0,Norfolk Southern,300.0,230.0,,10593.0,4.0,171948.48,147402.75,Midwest,86.41,2000,9281.0,444.0,Los Angeles,0.0,10.0,0.0,3.3,45.0
2673.0,,200.0,139.0,5000,43270.0,5.0,220062.75,622951.71,,93.74,2000,1182.0,417.0,,0.0,47.0,0.0,0.7,10.0
9306.0,,200.0,143.0,,39478.0,14.0,149984.32,472390.51,Northeast,96.57,,3199.0,111.0,Chicago,0.0,63.0,0.0,6.0,11.0
8178.0,Amtrak,100.0,495.0,8000,28987.0,16.0,332876.84,815790.55,Canada,87.97,1950,1820.0,57.0,New York,0.0,17.0,0.0,6.1,20.0
3294.0,CSX,100.0,464.0,2000,44867.0,15.0,252529.51,850773.09,,68.0,,2515.0,194.0,,,59.0,0.0,1.7,45.0
4630.0,,,138.0,10000,37419.0,14.0,216454.57,949135.83,West,94.23,1900,6354.0,107.0,Los Angeles,1.0,90.0,0.0,5.9,43.0
1146.0,Canadian National,400.0,437.0,10000,12207.0,19.0,167337.41,494966.65,Midwest,63.8,1950,3722.0,467.0,Atlanta,0.0,57.0,0.0,1.7,31.0
4453.0,Norfolk Southern,200.0,317.0,10000,14241.0,11.0,479579.52,947567.75,Northeast,64.88,,9868.0,407.0,New York,0.0,33.0,,7.5,8.0
5507.0,,100.0,298.0,5000,46951.0,10.0,88443.95,206851.66,Midwest,77.29,1900,3700.0,242.0,Atlanta,0.0,94.0,0.0,6.4,40.0
6783.0,Union Pacific,300.0,230.0,,43193.0,3.0,173471.28,187754.37,,62.05,2000,,475.0,Atlanta,0.0,20.0,0.0,2.5,11.0
8751.0,BNSF,100.0,110.0,10000,33095.0,12.0,205633.59,349604.04,Midwest,61.93,1900,,237.0,Chicago,0.0,33.0,0.0,0.3,25.0
6628.0,,300.0,196.0,,49052.0,10.0,417941.54,851391.93,Northeast,99.68,1950,5968.0,172.0,Chicago,0.0,87.0,0.0,9.4,17.0
9328.0,BNSF,100.0,168.0,10000,6718.0,18.0,478278.8,162871.23,Canada,88.15,1850,3811.0,336.0,Chicago,0.0,78.0,0.0,6.7,1.0
4360.0,BNSF,300.0,233.0,5000,1061.0,8.0,53470.11,381453.31,Midwest,91.15,2000,2223.0,,Los Angeles,0.0,59.0,0.0,7.3,37.0
4005.0,Amtrak,100.0,,,12342.0,9.0,481940.3,928474.54,,94.66,1850,5080.0,178.0,,0.0,,0.0,,15.0
4552.0,Union Pacific,100.0,330.0,2000,,0.0,482899.93,604344.78,Midwest,61.55,1950,9502.0,194.0,Los Angeles,,33.0,0.0,7.0,21.0
1018.0,Union Pacific,,,8000,1879.0,0.0,460105.95,133955.24,Midwest,77.04,2000,3860.0,101.0,New York,1.0,96.0,0.0,9.3,29.0
3242.0,Canadian National,400.0,161.0,10000,34950.0,13.0,463845.28,355731.26,Northeast,94.12,,9205.0,413.0,New York,0.0,27.0,0.0,8.6,20.0
7318.0,Union Pacific,200.0,224.0,10000,13542.0,15.0,411170.45,682389.04,West,90.18,,6516.0,335.0,New York,0.0,,0.0,8.7,9.0
6097.0,Union Pacific,400.0,346.0,5000,10055.0,,185072.57,,,64.9,,7634.0,210.0,New York,0.0,47.0,0.0,7.2,45.0
9640.0,Union Pacific,,228.0,8000,46095.0,19.0,,539398.21,West,97.54,1900,7065.0,258.0,New York,1.0,63.0,1.0,1.2,8.0
2948.0,Canadian National,300.0,99.0,,47669.0,0.0,270092.05,994887.29,Southeast,,1850,3195.0,481.0,,0.0,16.0,0.0,6.3,8.0
6618.0,,400.0,166.0,10000,3386.0,12.0,293230.78,400243.82,Southeast,75.98,1900,3834.0,57.0,,0.0,46.0,0.0,,15.0
,Union Pacific,200.0,440.0,2000,8857.0,6.0,,306697.69,West,97.41,,2831.0,88.0,,0.0,61.0,0.0,7.3,28.0
7901.0,,200.0,76.0,2000,,,263819.84,174341.23,Canada,92.32,2000,7985.0,376.0,Los Angeles,0.0,87.0,0.0,4.2,8.0
2920.0,Union Pacific,300.0,481.0,5000,7223.0,16.0,171893.01,123523.12,Midwest,65.69,1850,1834.0,195.0,Atlanta,0.0,49.0,0.0,1.6,42.0
5188.0,Amtrak,200.0,416.0,10000,9072.0,16.0,201835.87,829830.05,West,75.12,1950,7946.0,42.0,New York,0.0,40.0,0.0,5.5,48.0
1238.0,,,360.0,5000,25768.0,12.0,263955.29,347967.98,Canada,75.46,2000,6449.0,402.0,,0.0,61.0,0.0,5.3,12.0
,,400.0,240.0,8000,31343.0,5.0,,127761.23,Midwest,97.45,1900,,309.0,Atlanta,0.0,14.0,0.0,,25.0
6552.0,Union Pacific,200.0,,2000,20750.0,5.0,84132.57,617152.45,,78.64,1950,6686.0,252.0,Chicago,1.0,60.0,0.0,8.8,
5927.0,CSX,400.0,439.0,2000,42612.0,8.0,322035.35,291891.36,Canada,80.37,1950,4832.0,69.0,,0.0,14.0,,8.4,25.0
5390.0,Union Pacific,100.0,212.0,5000,23210.0,16.0,185166.86,191896.14,West,66.51,2000,2680.0,328.0,,0.0,86.0,0.0,4.0,46.0
3687.0,,400.0,465.0,8000,12116.0,7.0,422209.17,461143.31,,70.62,1850,8473.0,217.0,Atlanta,0.0,54.0,0.0,1.6,42.0
5951.0,Union Pacific,300.0,55.0,,24043.0,5.0,452325.04,193968.6,Canada,71.22,,6676.0,93.0,Chicago,0.0,97.0,,5.1,19.0
7160.0,Union Pacific,,240.0,8000,35742.0,10.0,94838.82,187546.06,,93.64,1900,3125.0,33.0,Atlanta,0.0,11.0,0.0,0.5,1.0
6388.0,Norfolk Southern,200.0,67.0,5000,29486.0,12.0,443640.59,,West,76.0,1900,2897.0,133.0,Chicago,0.0,11.0,0.0,6.6,26.0
6126.0,CSX,,208.0,5000,8353.0,8.0,,,Midwest,74.75,,6150.0,470.0,Chicago,0.0,74.0,0.0,0.1,7.0
1816.0,BNSF,400.0,357.0,8000,3376.0,19.0,123732.64,580662.57,Southeast,82.33,1900,8537.0,128.0,Chicago,,84.0,0.0,8.1,29.0
1192.0,,200.0,,5000,43258.0,12.0,54261.36,732511.26,Midwest,70.25,,9230.0,56.0,,,64.0,0.0,9.1,45.0
,Union Pacific,,489.0,2000,23152.0,18.0,322034.87,315447.97,,61.76,1950,7882.0,319.0,Atlanta,0.0,56.0,0.0,6.1,24.0
4645.0,,300.0,244.0,5000,2558.0,13.0,289425.44,776810.18,Northeast,,2000,6787.0,219.0,,0.0,76.0,0.0,5.2,2.0
7314.0,BNSF,100.0,279.0,,5620.0,17.0,372052.2,298032.25,,75.08,,6958.0,281.0,New York,0.0,81.0,0.0,4.5,29.0
9442.0,CSX,100.0,239.0,2000,2500.0,18.0,278051.32,878086.98,,78.62,1900,9900.0,348.0,New York,0.0,44.0,0.0,4.0,6.0
2788.0,,300.0,386.0,10000,21382.0,5.0,60009.4,163020.18,Southeast,86.48,1950,3049.0,390.0,,0.0,42.0,0.0,4.9,48.0
8374.0,Union Pacific,100.0,229.0,2000,45359.0,18.0,244688.01,895564.2,,94.84,1900,4150.0,62.0,New York,1.0,99.0,0.0,4.5,6.0
4700.0,BNSF,300.0,,,39674.0,,428504.72,362150.5,Southeast,73.01,1900,1787.0,251.0,,1.0,79.0,0.0,5.7,47.0
,,400.0,486.0,2000,6124.0,,222178.21,674188.21,Southeast,95.18,,9690.0,39.0,Chicago,1.0,71.0,0.0,0.7,36.0
7811.0,Canadian National,300.0,257.0,8000,13762.0,,167991.53,315098.39,Northeast,,1850,,436.0,Chicago,1.0,81.0,0.0,3.8,
3679.0,BNSF,100.0,194.0,10000,47502.0,0.0,181019.2,375875.33,Northeast,97.57,,1119.0,170.0,Chicago,0.0,98.0,1.0,3.2,49.0
4904.0,CSX,400.0,208.0,,45407.0,11.0,97379.36,450506.68,Northeast,82.28,1900,5712.0,178.0,Los Angeles,1.0,35.0,0.0,8.1,35.0
8260.0,Union Pacific,300.0,321.0,2000,35701.0,3.0,222639.66,496609.1,,90.19,1850,737.0,144.0,Chicago,0.0,68.0,0.0,8.8,34.0
1504.0,Norfolk Southern,300.0,490.0,8000,22653.0,19.0,400377.7,171582.64,Southeast,61.53,1950,2775.0,434.0,Chicago,0.0,30.0,0.0,1.4,24.0
7773.0,CSX,400.0,70.0,5000,4477.0,13.0,77049.0,135134.25,West,62.32,,2122.0,,Los Angeles,0.0,98.0,1.0,7.8,4.0
4816.0,,200.0,218.0,10000,38309.0,6.0,462527.64,850643.3,West,63.45,1900,6972.0,335.0,Los Angeles,1.0,93.0,0.0,7.7,19.0
1717.0,Union Pacific,100.0,344.0,,,,252914.24,588835.88,Midwest,94.68,,877.0,478.0,Chicago,0.0,30.0,0.0,9.9,46.0
5434.0,BNSF,200.0,,10000,38657.0,15.0,345692.09,229826.56,Northeast,66.77,1850,3458.0,311.0,Atlanta,0.0,46.0,0.0,1.3,21.0
1658.0,Canadian National,400.0,474.0,,15452.0,,217947.93,378678.4,Northeast,67.79,1900,5676.0,415.0,Atlanta,0.0,43.0,0.0,,46.0
6057.0,Canadian National,400.0,358.0,,12703.0,19.0,170041.2,174820.72,Southeast,62.5,1950,,228.0,,0.0,98.0,0.0,1.2,40.0
5008.0,,,379.0,5000,38259.0,14.0,92473.4,,West,94.58,,1106.0,282.0,Chicago,0.0,36.0,0.0,2.2,33.0
5994.0,CSX,,337.0,,5047.0,4.0,262193.84,455124.7,Midwest,63.46,1900,3073.0,53.0,Los Angeles,0.0,25.0,0.0,,14.0
5234.0,CSX,400.0,330.0,5000,46031.0,13.0,,611163.15,,87.15,2000,2084.0,179.0,,1.0,18.0,0.0,5.8,21.0
4764.0,CSX,,486.0,2000,27251.0,1.0,307544.48,686883.54,West,74.3,1950,6034.0,114.0,,0.0,,0.0,9.5,15.0
5637.0,,,113.0,10000,16711.0,8.0,230843.48,652638.64,,71.6,1900,4606.0,381.0,New York,0.0,65.0,0.0,,28.0
3104.0,Canadian National,200.0,,,23916.0,8.0,251461.21,249184.8,,92.83,2000,2946.0,333.0,New York,0.0,59.0,1.0,5.8,
,Canadian National,400.0,408.0,5000,5707.0,6.0,404693.39,425864.48,Northeast,74.37,2000,8621.0,264.0,,0.0,15.0,0.0,5.0,33.0
9575.0,Union Pacific,300.0,278.0,2000,33245.0,7.0,107097.54,681789.52,Canada,61.1,1950,4342.0,427.0,Los Angeles,0.0,72.0,0.0,4.4,49.0
3607.0,Amtrak,100.0,151.0,10000,,4.0,233481.74,503922.58,Canada,68.14,2000,8487.0,232.0,Atlanta,0.0,22.0,0.0,1.9,8.0
9385.0,CSX,100.0,343.0,2000,48862.0,0.0,112804.03,669631.08,Canada,76.98,2000,9490.0,61.0,Atlanta,0.0,45.0,0.0,7.3,4.0
4719.0,CSX,,296.0,8000,2259.0,15.0,471791.32,715418.34,,64.32,,9116.0,466.0,Chicago,1.0,69.0,0.0,7.9,35.0
3581.0,Norfolk Southern,,,10000,20971.0,11.0,423001.01,387658.95,Canada,64.22,1850,7719.0,315.0,Atlanta,0.0,26.0,0.0,6.8,16.0
3565.0,,300.0,,5000,13134.0,9.0,431137.42,336980.12,Southeast,68.36,2000,2069.0,389.0,Chicago,1.0,72.0,0.0,7.5,35.0
3763.0,Amtrak,100.0,185.0,,41540.0,9.0,111702.21,513479.19,Midwest,81.61,,,109.0,Chicago,0.0,24.0,0.0,6.7,44.0
7328.0,,400.0,50.0,5000,10170.0,10.0,443898.66,,Canada,88.34,2000,1575.0,61.0,New York,0.0,27.0,0.0,0.1,22.0
6991.0,BNSF,200.0,364.0,5000,,18.0,114436.71,920645.54,Canada,86.47,1900,1058.0,267.0,Atlanta,0.0,54.0,0.0,3.7,16.0
4406.0,,,340.0,5000,23242.0,18.0,259691.77,926970.79,Northeast,60.16,1850,,461.0,Atlanta,0.0,,0.0,2.0,42.0
9923.0,Canadian National,300.0,295.0,10000,43167.0,2.0,95025.04,334762.33,,77.92,1900,7804.0,456.0,Atlanta,1.0,29.0,0.0,1.3,30.0
5780.0,Union Pacific,,289.0,10000,46330.0,,468552.24,152662.29,Northeast,77.49,,456.0,82.0,New York,0.0,,0.0,4.8,38.0
5177.0,BNSF,300.0,321.0,8000,41726.0,4.0,492691.7,708341.28,Midwest,68.97,1950,7571.0,322.0,Los Angeles,0.0,39.0,0.0,3.8,
7476.0,BNSF,100.0,191.0,2000,32582.0,15.0,240472.34,125717.74,,83.82,1850,9390.0,14.0,Atlanta,0.0,52.0,0.0,8.2,48.0
3604.0,Union Pacific,,54.0,5000,19002.0,12.0,477192.64,526758.44,Midwest,70.31,,8792.0,396.0,New York,0.0,81.0,0.0,9.1,34.0
9181.0,CSX,300.0,385.0,8000,26183.0,12.0,91775.79,657134.38,Midwest,99.57,2000,5048.0,118.0,Los Angeles,0.0,25.0,0.0,7.4,13.0
3382.0,Canadian National,300.0,326.0,,45236.0,12.0,459793.8,262647.45,Northeast,87.78,1950,738.0,127.0,Atlanta,0.0,66.0,0.0,,46.0
1531.0,Norfolk Southern,,363.0,10000,19477.0,15.0,204963.77,364137.48,Canada,96.68,1900,224.0,441.0,Los Angeles,0.0,20.0,0.0,7.6,36.0
7079.0,CSX,200.0,106.0,2000,10404.0,3.0,350484.42,988147.01,West,62.36,2000,435.0,291.0,Chicago,1.0,51.0,0.0,2.6,43.0
1634.0,,400.0,188.0,,22062.0,9.0,210993.1,285025.37,Midwest,75.23,1850,3962.0,30.0,Chicago,0.0,50.0,0.0,4.1,
1002.0,CSX,100.0,376.0,,12308.0,12.0,319511.77,120464.07,,,2000,5560.0,440.0,Atlanta,0.0,38.0,0.0,2.3,28.0
9397.0,Amtrak,,170.0,8000,40639.0,2.0,153165.29,255336.31,Southeast,85.3,1850,1798.0,211.0,,0.0,13.0,0.0,1.2,4.0
,BNSF,,441.0,10000,32352.0,9.0,331263.21,241088.64,,65.94,2000,3296.0,430.0,New York,,13.0,0.0,4.7,15.0
6626.0,BNSF,200.0,447.0,5000,8566.0,4.0,279076.43,437980.35,Midwest,71.42,1850,4497.0,316.0,Atlanta,0.0,86.0,0.0,1.2,41.0
8739.0,Canadian National,100.0,226.0,10000,36144.0,7.0,213034.99,826579.27,,80.26,1900,1619.0,432.0,Los Angeles,0.0,62.0,0.0,4.4,35.0
7003.0,,,413.0,,21257.0,0.0,247636.04,551478.61,Canada,97.92,1850,6530.0,144.0,Los Angeles,1.0,99.0,0.0,0.6,5.0
3890.0,BNSF,200.0,210.0,2000,,18.0,274678.01,797857.51,Midwest,97.63,1950,4113.0,119.0,Los Angeles,0.0,43.0,0.0,7.9,27.0
7239.0,Norfolk Southern,400.0,201.0,,30745.0,7.0,237191.08,937111.57,,79.42,2000,9896.0,331.0,Los Angeles,0.0,35.0,0.0,10.0,39.0
9026.0,,300.0,87.0,,14686.0,,81397.7,147788.44,Canada,75.57,2000,2213.0,50.0,Los Angeles,0.0,57.0,0.0,8.4,43.0
4306.0,,400.0,384.0,2000,1650.0,11.0,404354.21,425489.57,Southeast,73.52,2000,8570.0,463.0,Los Angeles,0.0,84.0,0.0,0.7,43.0
1897.0,Norfolk Southern,400.0,,2000,31551.0,3.0,348942.64,571860.39,West,98.38,1900,9510.0,276.0,,0.0,11.0,0.0,2.9,21.0
1670.0,Union Pacific,400.0,284.0,8000,28305.0,4.0,356516.66,547997.65,Canada,89.79,,8792.0,423.0,New York,,70.0,1.0,7.3,2.0
8291.0,,400.0,138.0,,8380.0,19.0,73163.18,837461.23,Canada,,2000,7941.0,,,1.0,49.0,,8.7,47.0
,Canadian National,300.0,113.0,10000,38884.0,0.0,397766.14,406245.33,Midwest,63.7,,8979.0,119.0,Atlanta,,36.0,0.0,9.6,31.0
7460.0,Norfolk Southern,100.0,430.0,8000,46994.0,14.0,399166.38,118677.02,Canada,65.95,2000,3807.0,,Chicago,1.0,46.0,0.0,8.5,44.0
6167.0,Amtrak,100.0,258.0,,17442.0,0.0,407576.59,,Canada,94.25,1850,6040.0,294.0,Los Angeles,0.0,16.0,0.0,1.7,48.0
6255.0,Amtrak,200.0,274.0,5000,36838.0,2.0,326591.09,570897.82,Canada,98.5,1900,8293.0,62.0,,0.0,60.0,0.0,,9.0
1249.0,CSX,200.0,435.0,,28275.0,15.0,281518.21,693786.3,,92.38,1900,7865.0,346.0,Los Angeles,0.0,86.0,0.0,2.2,49.0
7457.0,CSX,,216.0,,32688.0,10.0,442725.89,676592.37,Southeast,77.19,2000,9375.0,37.0,Chicago,0.0,19.0,0.0,7.4,7.0
2892.0,Canadian National,400.0,251.0,8000,,14.0,312104.59,978845.8,Southeast,69.66,1900,7478.0,253.0,New York,0.0,15.0,0.0,7.2,47.0
4439.0,,400.0,191.0,,17923.0,7.0,91767.3,831479.22,Canada,65.41,1900,2344.0,151.0,Los Angeles,,24.0,0.0,9.1,30.0
3854.0,CSX,300.0,445.0,2000,36548.0,10.0,206817.94,675186.23,West,66.0,1900,6681.0,15.0,Chicago,0.0,83.0,0.0,7.3,22.0
4792.0,CSX,400.0,386.0,5000,12949.0,6.0,370920.99,940088.88,Northeast,74.67,1950,4142.0,,Chicago,0.0,75.0,0.0,2.0,19.0
6330.0,Amtrak,300.0,127.0,10000,12116.0,6.0,234985.42,134714.55,Southeast,89.77,,1403.0,390.0,Los Angeles,1.0,44.0,0.0,0.1,
8871.0,CSX,,484.0,2000,26442.0,9.0,410120.15,,Canada,88.76,,,488.0,,0.0,63.0,1.0,0.1,12.0
9235.0,Amtrak,200.0,59.0,2000,,18.0,260262.73,426916.26,Northeast,77.76,1850,,202.0,Los Angeles,0.0,83.0,0.0,8.0,13.0
4612.0,Norfolk Southern,200.0,297.0,2000,,19.0,223381.4,964071.68,Northeast,75.03,2000,6300.0,320.0,Los Angeles,0.0,51.0,0.0,8.8,33.0
,Norfolk Southern,,93.0,2000,41434.0,3.0,207210.5,336797.96,,75.71,2000,4823.0,309.0,,0.0,59.0,0.0,0.3,40.0
5678.0,Canadian National,,345.0,8000,33399.0,13.0,191730.6,,,92.07,1850,6704.0,214.0,Atlanta,0.0,54.0,0.0,9.2,27.0
4163.0,Union Pacific,400.0,158.0,10000,49895.0,1.0,265700.68,128299.61,West,65.59,2000,4070.0,468.0,Los Angeles,1.0,,0.0,8.7,27.0
3942.0,CSX,200.0,237.0,2000,12053.0,8.0,319651.58,247482.03,Midwest,65.42,1950,4622.0,474.0,New York,0.0,39.0,0.0,2.9,19.0
9411.0,Norfolk Southern,100.0,119.0,2000,45251.0,1.0,466157.83,402512.89,Canada,64.19,1900,9530.0,80.0,,0.0,57.0,0.0,2.7,47.0
2925.0,Norfolk Southern,,281.0,,48296.0,16.0,379299.26,,Northeast,96.58,2000,7169.0,408.0,Chicago,1.0,,0.0,3.6,12.0
3972.0,,200.0,80.0,10000,3844.0,9.0,145151.8,142318.84,,62.56,1950,8259.0,243.0,New York,1.0,48.0,0.0,3.3,11.0
1990.0,Canadian National,200.0,342.0,5000,4623.0,4.0,254240.15,865222.95,Northeast,87.31,1950,2926.0,298.0,Los Angeles,1.0,23.0,0.0,0.8,5.0
2812.0,BNSF,300.0,235.0,2000,28141.0,3.0,187968.23,349087.9,Northeast,,,4201.0,440.0,Los Angeles,0.0,44.0,0.0,2.5,13.0
9995.0,BNSF,200.0,220.0,8000,4236.0,18.0,159275.84,683178.31,Midwest,65.01,1950,6038.0,211.0,New York,1.0,57.0,0.0,8.1,16.0
1489.0,Canadian National,,158.0,2000,49021.0,6.0,,881094.67,Southeast,77.58,1850,2206.0,109.0,Atlanta,1.0,52.0,0.0,3.4,39.0
6876.0,Amtrak,400.0,146.0,2000,49390.0,8.0,100706.12,873917.25,,71.53,,6444.0,219.0,Los Angeles,0.0,10.0,0.0,2.2,7.0
4645.0,Union Pacific,200.0,376.0,2000,37015.0,19.0,61692.28,450498.68,Northeast,78.16,2000,1242.0,98.0,,0.0,54.0,0.0,0.1,18.0
8081.0,,100.0,87.0,10000,39123.0,2.0,236107.33,460176.72,West,,1950,9055.0,139.0,Atlanta,1.0,87.0,0.0,7.7,28.0
3891.0,,,313.0,10000,22246.0,,111818.59,582147.66,,67.81,1950,2949.0,41.0,New York,0.0,,0.0,3.7,
4516.0,Canadian National,400.0,339.0,2000,35699.0,4.0,279909.64,,Northeast,71.72,,5898.0,233.0,New York,,70.0,0.0,9.6,37.0
4340.0,BNSF,400.0,194.0,8000,15760.0,12.0,297523.11,618370.13,Midwest,92.9,1950,7240.0,119.0,Chicago,0.0,50.0,0.0,,24.0
,Union Pacific,,66.0,5000,2265.0,12.0,124593.74,994732.77,Canada,84.51,2000,5452.0,63.0,Chicago,0.0,38.0,0.0,2.4,
1053.0,Norfolk Southern,400.0,143.0,,45779.0,1.0,363502.65,598413.7,Southeast,66.97,1900,4574.0,205.0,,0.0,40.0,0.0,6.4,34.0
3575.0,Canadian National,100.0,387.0,5000,1106.0,17.0,101304.65,654760.2,Canada,97.15,1900,6867.0,278.0,,0.0,50.0,0.0,0.4,47.0
1615.0,Amtrak,200.0,102.0,,32606.0,4.0,327854.58,134992.31,Midwest,79.52,,3103.0,388.0,New York,0.0,86.0,0.0,3.9,21.0
6944.0,Union Pacific,,,8000,3035.0,13.0,340428.66,431325.9,Northeast,97.83,,4056.0,439.0,Los Angeles,0.0,87.0,0.0,1.7,21.0
8404.0,BNSF,200.0,369.0,5000,46652.0,18.0,414233.97,371558.19,,60.73,1850,7399.0,36.0,Los Angeles,0.0,86.0,0.0,9.0,38.0
1954.0,Norfolk Southern,200.0,158.0,,17829.0,18.0,449087.1,519077.41,West,76.7,,5781.0,347.0,Chicago,0.0,92.0,1.0,9.3,43.0
2629.0,Canadian National,400.0,106.0,2000,35104.0,12.0,351605.37,632146.1,,77.27,1900,9490.0,,Los Angeles,0.0,21.0,1.0,6.4,45.0
7859.0,,,197.0,5000,41875.0,9.0,329332.77,226030.69,Midwest,72.56,1900,7048.0,355.0,New York,0.0,24.0,0.0,2.8,40.0
9841.0,CSX,200.0,110.0,5000,15925.0,16.0,354799.09,211653.39,,70.49,2000,123.0,384.0,,0.0,39.0,,6.7,28.0
4278.0,,300.0,74.0,2000,47268.0,13.0,287335.54,434883.29,Canada,68.39,1850,1445.0,21.0,New York,0.0,39.0,0.0,7.1,18.0
6455.0,,100.0,127.0,8000,25915.0,0.0,327598.83,859902.02,Canada,84.0,,9805.0,134.0,Chicago,0.0,79.0,0.0,7.7,28.0
